id,startTime,duration,endTime,totalPausedTime,completed,stopped,type,tags
274,2024-09-10T21:32:00+05:30,5458,2024-09-10T23:02:58+05:30,0,Y,,Work,Physic lec
275,2024-09-10T23:13:00+05:30,2805,2024-09-10T23:59:45+05:30,0,Y,,Work,Chemistry revision 
277,2024-09-11T00:00:00+05:30,230,2024-09-11T00:03:50+05:30,0,Y,,Work,Chemistry revision 
278,2024-09-11T00:55:00+05:30,1806,2024-09-11T01:25:06+05:30,0,Y,,Work,Chemistry revision 
279,2024-09-11T01:28:00+05:30,1650,2024-09-11T01:55:30+05:30,0,Y,,Work,Physic lec
280,2024-09-11T10:52:00+05:30,7687,2024-09-11T13:00:07+05:30,0,Y,,Work,Maths practice 
281,2024-09-11T13:42:00+05:30,339,2024-09-11T13:47:39+05:30,0,Y,,Work,Chemistry revision 
282,2024-09-11T19:38:00+05:30,1353,2024-09-11T20:00:33+05:30,0,Y,,Work,Chemistry revision 
283,2024-09-11T20:01:00+05:30,1221,2024-09-11T20:21:21+05:30,0,Y,,Work,Chemistry practice 
284,2024-09-11T20:58:00+05:30,3001,2024-09-11T21:48:01+05:30,0,Y,,Work,Chemistry practice 
285,2024-09-11T22:49:00+05:30,2328,2024-09-11T23:27:48+05:30,0,Y,,Work,Chemistry revision 
286,2024-09-12T01:08:00+05:30,2173,2024-09-12T01:44:13+05:30,0,Y,,Work,Chemistry lec
287,2024-09-12T08:37:00+05:30,5583,2024-09-12T10:10:03+05:30,0,Y,,Work,Chemistry lec
288,2024-09-12T12:00:00+05:30,7200,2024-09-12T14:00:00+05:30,0,Y,,Work,Chemistry lec
289,2024-09-13T10:20:00+05:30,3667,2024-09-13T11:21:07+05:30,0,Y,,Work,Chemistry lec
290,2024-09-13T11:55:00+05:30,4015,2024-09-13T13:01:55+05:30,0,Y,,Work,Chemistry lec
291,2024-09-13T13:07:00+05:30,4505,2024-09-13T14:22:05+05:30,0,Y,,Work,Maths lecture 
292,2024-09-13T19:29:00+05:30,5378,2024-09-13T20:58:38+05:30,0,Y,,Work,Chemistry lec
293,2024-09-13T21:52:00+05:30,2775,2024-09-13T22:38:15+05:30,0,Y,,Work,Chemistry lec
294,2024-09-13T22:55:00+05:30,516,2024-09-13T23:03:36+05:30,0,Y,,Work,Chemistry revision 
295,2024-09-13T23:04:00+05:30,1931,2024-09-13T23:36:11+05:30,0,Y,,Work,Chemistry practice 
296,2024-09-14T01:10:00+05:30,3942,2024-09-14T02:15:42+05:30,0,Y,,Work,Chemistry lec
297,2024-09-14T10:00:00+05:30,7200,2024-09-14T12:00:00+05:30,0,Y,,Work,Maths lecture 
298,2024-09-14T12:00:00+05:30,3600,2024-09-14T13:00:00+05:30,0,Y,,Work,Maths lecture 
299,2024-09-14T13:00:00+05:30,3600,2024-09-14T14:00:00+05:30,0,Y,,Work,Maths practice 
300,2024-09-14T21:22:00+05:30,3160,2024-09-14T22:14:40+05:30,0,Y,,Work,Maths practice 
301,2024-09-14T23:40:00+05:30,1080,2024-09-14T23:58:00+05:30,0,Y,,Work,Maths practice 
302,2024-09-15T00:02:00+05:30,1291,2024-09-15T00:23:31+05:30,0,Y,,Work,Maths practice 
303,2024-09-15T01:35:00+05:30,2505,2024-09-15T02:16:45+05:30,0,Y,,Work,Maths practice 
304,2024-09-15T02:38:00+05:30,1068,2024-09-15T02:55:48+05:30,0,Y,,Work,Chemistry revision 
305,2024-09-15T09:38:00+05:30,7774,2024-09-15T11:47:34+05:30,0,Y,,Work,Maths lecture 
306,2024-09-15T21:17:00+05:30,1236,2024-09-15T21:37:36+05:30,0,Y,,Work,Chemistry revision 
307,2024-09-15T21:46:00+05:30,4120,2024-09-15T22:54:40+05:30,0,Y,,Work,Chemistry revision 
308,2024-09-16T00:26:00+05:30,3844,2024-09-16T01:30:04+05:30,0,Y,,Work,Chemistry lec
309,2024-09-16T01:38:00+05:30,321,2024-09-16T01:43:21+05:30,0,Y,,Work,Chemistry lec
310,2024-09-16T10:00:00+05:30,7200,2024-09-16T12:00:00+05:30,0,Y,,Work,Chemistry lec
311,2024-09-16T12:00:00+05:30,5400,2024-09-16T13:30:00+05:30,0,Y,,Work,Maths lecture 
315,2024-09-16T14:00:00+05:30,2400,2024-09-16T14:40:00+05:30,0,Y,,Work,Maths lecture 
312,2024-09-16T17:36:00+05:30,3895,2024-09-16T18:40:55+05:30,0,Y,,Work,Maths practice 
313,2024-09-16T18:40:00+05:30,983,2024-09-16T18:56:23+05:30,0,Y,,Work,Maths practice 
314,2024-09-16T21:33:00+05:30,4866,2024-09-16T22:54:06+05:30,0,Y,,Work,Physic lec
316,2024-09-17T01:21:41+05:30,86401,2024-09-17T02:21:29+05:30,0,,Y,Work,Chemistry lec
337,2024-09-19T00:32:00+05:30,2954,2024-09-19T01:21:14+05:30,0,Y,,Work,Maths practice 
338,2024-09-19T10:00:00+05:30,7200,2024-09-19T12:00:00+05:30,0,Y,,Work,Chemistry lec
339,2024-09-19T12:00:00+05:30,900,2024-09-19T12:15:00+05:30,0,Y,,Work,Chemistry lec
340,2024-09-19T21:59:00+05:30,1400,2024-09-19T22:22:20+05:30,0,Y,,Work,Chemistry revision 
341,2024-09-19T22:23:00+05:30,4275,2024-09-19T23:34:15+05:30,0,Y,,Work,Chemistry practice 
342,2024-09-20T00:24:00+05:30,3830,2024-09-20T01:27:50+05:30,0,Y,,Work,Chemistry practice 
343,2024-09-20T01:58:00+05:30,1156,2024-09-20T02:17:16+05:30,0,Y,,Work,Chemistry practice 
344,2024-09-20T02:31:00+05:30,934,2024-09-20T02:46:34+05:30,0,Y,,Work,Chemistry revision 
345,2024-09-20T03:01:00+05:30,2253,2024-09-20T03:38:33+05:30,0,Y,,Work,Chemistry revision 
346,2024-09-20T04:10:00+05:30,1038,2024-09-20T04:27:18+05:30,0,Y,,Work,Chemistry revision 
347,2024-09-20T10:00:00+05:30,3540,2024-09-20T10:59:00+05:30,0,Y,,Work,Maths practice 
348,2024-09-20T11:30:00+05:30,5400,2024-09-20T13:00:00+05:30,0,Y,,Work,
349,2024-09-20T14:30:00+05:30,3660,2024-09-20T15:31:00+05:30,0,Y,,Work,Maths lecture 
350,2024-09-20T20:39:00+05:30,5093,2024-09-20T22:03:53+05:30,0,Y,,Work,Maths practice 
351,2024-09-21T10:26:00+05:30,3787,2024-09-21T11:29:07+05:30,0,Y,,Work,Physic lec
352,2024-09-21T11:29:00+05:30,4359,2024-09-21T12:41:39+05:30,0,Y,,Work,Maths lecture 
353,2024-09-21T12:42:00+05:30,782,2024-09-21T12:55:02+05:30,0,Y,,Work,Maths lecture 
354,2024-09-21T15:00:00+05:30,3345,2024-09-21T15:55:45+05:30,0,Y,,Work,Chemistry practice 
355,2024-09-21T16:06:00+05:30,2724,2024-09-21T16:51:24+05:30,0,Y,,Work,Chemistry practice 
356,2024-09-21T19:07:00+05:30,2997,2024-09-21T19:56:57+05:30,0,Y,,Work,Maths lecture 
357,2024-09-21T21:44:00+05:30,470,2024-09-21T21:51:50+05:30,0,Y,,Work,Chemistry revision 
358,2024-09-22T01:36:00+05:30,2822,2024-09-22T02:23:02+05:30,0,Y,,Work,Chemistry revision 
359,2024-09-22T02:23:00+05:30,2036,2024-09-22T02:56:56+05:30,0,Y,,Work,Chemistry practice 
360,2024-09-22T02:57:00+05:30,358,2024-09-22T03:02:58+05:30,0,Y,,Work,Chemistry practice 
361,2024-09-22T09:20:00+05:30,9840,2024-09-22T12:04:00+05:30,0,Y,,Work,Maths lecture 
362,2024-09-22T14:49:00+05:30,6285,2024-09-22T16:33:45+05:30,0,Y,,Work,Physic lec
363,2024-09-22T16:42:00+05:30,373,2024-09-22T16:48:13+05:30,0,Y,,Work,Physic lec
364,2024-09-22T16:49:00+05:30,1299,2024-09-22T17:10:39+05:30,0,Y,,Work,Chemistry practice 
365,2024-09-22T18:00:00+05:30,5400,2024-09-22T19:30:00+05:30,0,Y,,Work,"Physic lec,Phy revision "
366,2024-09-23T11:30:00+05:30,7200,2024-09-23T13:30:00+05:30,0,Y,,Work,Chemistry lec
367,2024-09-23T13:30:00+05:30,3600,2024-09-23T14:30:00+05:30,0,Y,,Work,Phy revision 
368,2024-09-23T22:47:00+05:30,3238,2024-09-23T23:40:58+05:30,0,Y,,Work,Chemistry revision 
370,2024-09-24T09:00:00+05:30,4440,2024-09-24T10:14:00+05:30,0,Y,,Work,Maths practice 
369,2024-09-24T10:36:00+05:30,5504,2024-09-24T12:07:44+05:30,0,Y,,Work,Maths practice 
371,2024-09-24T13:25:00+05:30,1865,2024-09-24T13:56:05+05:30,0,Y,,Work,Maths revision 
372,2024-09-24T13:56:00+05:30,1074,2024-09-24T14:13:54+05:30,0,Y,,Work,Maths revision 
373,2024-09-24T14:52:00+05:30,624,2024-09-24T15:02:24+05:30,0,Y,,Work,Physic lec
374,2024-09-24T17:56:00+05:30,5532,2024-09-24T19:28:12+05:30,0,Y,,Work,Maths practice 
375,2024-09-24T20:29:00+05:30,2319,2024-09-24T21:07:39+05:30,0,Y,,Work,Maths practice 
376,2024-09-24T21:12:00+05:30,1963,2024-09-24T21:44:43+05:30,0,Y,,Work,Phy revision 
377,2024-09-24T21:45:00+05:30,1957,2024-09-24T22:17:37+05:30,0,Y,,Work,Phy revision 
378,2024-09-24T23:18:00+05:30,1831,2024-09-24T23:48:31+05:30,0,Y,,Work,Phy revision 
379,2024-09-24T23:49:00+05:30,480,2024-09-24T23:57:00+05:30,0,Y,,Work,Phy prac
380,2024-09-25T00:03:00+05:30,2358,2024-09-25T00:42:18+05:30,0,Y,,Work,Phy prac
381,2024-09-25T01:34:00+05:30,1122,2024-09-25T01:52:42+05:30,0,Y,,Work,Phy prac
382,2024-09-25T01:53:00+05:30,1399,2024-09-25T02:16:19+05:30,0,Y,,Work,Phy revision 
383,2024-09-25T07:48:00+05:30,5783,2024-09-25T09:24:23+05:30,0,Y,,Work,Phy prac
384,2024-09-25T11:16:00+05:30,4106,2024-09-25T12:24:26+05:30,0,Y,,Work,Chemistry revision 
385,2024-09-25T12:33:00+05:30,1112,2024-09-25T12:51:32+05:30,0,Y,,Work,Phy revision 
388,2024-09-25T15:03:00+05:30,1275,2024-09-25T15:24:15+05:30,0,Y,,Work,Chemistry revision 
386,2024-09-25T16:00:00+05:30,7200,2024-09-25T18:00:00+05:30,0,Y,,Work,Test
387,2024-09-25T18:00:00+05:30,3600,2024-09-25T19:00:00+05:30,0,Y,,Work,Test
389,2024-09-26T10:00:00+05:30,7200,2024-09-26T12:00:00+05:30,0,Y,,Work,Chemistry lec
390,2024-09-26T12:00:00+05:30,3600,2024-09-26T13:00:00+05:30,0,Y,,Work,Maths lecture 
392,2024-09-27T10:00:00+05:30,7200,2024-09-27T12:00:00+05:30,0,Y,,Work,Chemistry lec
393,2024-09-27T12:00:00+05:30,4500,2024-09-27T13:15:00+05:30,0,Y,,Work,Maths lecture 
391,2024-09-27T16:59:00+05:30,8618,2024-09-27T19:22:38+05:30,0,Y,,Work,Chemistry revision 
394,2024-09-28T00:25:00+05:30,3248,2024-09-28T01:19:08+05:30,0,Y,,Work,Chemistry practice 
395,2024-09-28T01:34:00+05:30,824,2024-09-28T01:47:44+05:30,0,Y,,Work,Chemistry practice 
396,2024-09-28T09:27:00+05:30,3971,2024-09-28T10:33:11+05:30,0,Y,,Work,Chemistry practice 
398,2024-09-28T11:30:00+05:30,7200,2024-09-28T13:30:00+05:30,0,Y,,Work,Maths lecture 
399,2024-09-28T13:30:00+05:30,1800,2024-09-28T14:00:00+05:30,0,Y,,Work,Maths lecture 
397,2024-09-28T15:39:00+05:30,1800,2024-09-28T16:09:00+05:30,0,Y,,Work,Chemistry practice 
400,2024-09-28T23:39:00+05:30,1200,2024-09-28T23:59:00+05:30,0,Y,,Work,Chemistry practice 
402,2024-09-29T09:00:00+05:30,3600,2024-09-29T10:00:00+05:30,0,Y,,Work,Chemistry practice 
401,2024-09-29T10:12:00+05:30,3960,2024-09-29T11:18:00+05:30,0,Y,,Work,Maths lecture 
403,2024-09-29T14:46:00+05:30,6415,2024-09-29T16:32:55+05:30,0,Y,,Work,Phy prac
404,2024-09-29T18:16:00+05:30,6750,2024-09-29T20:08:30+05:30,0,Y,,Work,Phy prac
405,2024-09-29T21:37:00+05:30,3347,2024-09-29T22:32:47+05:30,0,Y,,Work,Phy prac
406,2024-09-29T23:14:00+05:30,681,2024-09-29T23:25:21+05:30,0,Y,,Work,Phy prac
407,2024-09-30T00:00:00+05:30,6756,2024-09-30T01:52:36+05:30,0,Y,,Work,Phy prac
408,2024-09-30T09:00:00+05:30,6560,2024-09-30T10:49:20+05:30,0,Y,,Work,Phy prac
409,2024-09-30T11:29:00+05:30,4860,2024-09-30T12:50:00+05:30,0,Y,,Work,Phy prac
410,2024-09-30T12:50:00+05:30,4680,2024-09-30T14:08:00+05:30,0,Y,,Work,Maths lecture 
411,2024-09-30T17:00:00+05:30,3600,2024-09-30T18:00:00+05:30,0,Y,,Work,Phy prac
412,2024-09-30T18:00:00+05:30,4507,2024-09-30T19:15:07+05:30,0,Y,,Work,Phy revision 
413,2024-09-30T23:34:00+05:30,1440,2024-09-30T23:58:00+05:30,0,Y,,Work,Phy revision 
414,2024-10-01T00:01:00+05:30,1217,2024-10-01T00:21:17+05:30,0,Y,,Work,Phy revision 
431,2024-10-01T00:34:00+05:30,660,2024-10-01T00:45:00+05:30,0,Y,,Work,Phy revision 
415,2024-10-01T07:57:00+05:30,870,2024-10-01T08:11:30+05:30,0,Y,,Work,Phy revision 
416,2024-10-01T11:30:00+05:30,7200,2024-10-01T13:30:00+05:30,0,Y,,Work,Chemistry lec
417,2024-10-01T13:30:00+05:30,5280,2024-10-01T14:58:00+05:30,0,Y,,Work,Maths lecture 
418,2024-10-01T16:10:00+05:30,2466,2024-10-01T16:51:06+05:30,0,Y,,Work,Phy revision 
419,2024-10-01T16:51:00+05:30,675,2024-10-01T17:02:15+05:30,0,Y,,Work,Phy revision 
420,2024-10-01T17:14:00+05:30,86,2024-10-01T17:15:26+05:30,0,Y,,Work,Phy prac
421,2024-10-01T17:16:26+05:30,3600,2024-10-01T17:16:29+05:30,0,,Y,Work,Phy prac
422,2024-10-01T17:16:47+05:30,3600,2024-10-01T17:16:50+05:30,0,,Y,Work,Phy prac
423,2024-10-01T17:17:11+05:30,3600,2024-10-01T18:17:12+05:30,0,Y,,Work,Phy prac
424,2024-10-01T18:22:54+05:30,300,2024-10-01T18:22:56+05:30,0,,Y,Rest,
425,2024-10-01T18:22:56+05:30,1500,2024-10-01T18:23:00+05:30,0,,Y,Work,Phy prac
426,2024-10-01T18:23:00+05:30,3432,2024-10-01T19:20:12+05:30,0,Y,,Work,Phy prac
427,2024-10-01T22:16:51+05:30,3600,2024-10-01T23:24:25+05:30,453,Y,,Work,Phy prac
428,2024-10-01T23:26:33+05:30,300,2024-10-01T23:26:35+05:30,0,,Y,Rest,
429,2024-10-01T23:26:35+05:30,1500,2024-10-01T23:26:37+05:30,0,,Y,Work,Phy prac
430,2024-10-01T23:27:00+05:30,900,2024-10-01T23:42:00+05:30,0,Y,,Work,Phy prac
432,2024-10-02T08:07:00+05:30,1475,2024-10-02T08:31:35+05:30,0,Y,,Work,Chemistry revision 
433,2024-10-02T09:48:34+05:30,3600,2024-10-02T10:48:34+05:30,0,Y,,Work,Chemistry practice 
436,2024-10-02T10:50:00+05:30,2501,2024-10-02T11:31:41+05:30,0,Y,,Work,Chemistry practice 
434,2024-10-02T10:50:14+05:30,300,2024-10-02T10:50:16+05:30,0,,Y,Rest,
435,2024-10-02T10:50:16+05:30,1500,2024-10-02T10:50:18+05:30,0,,Y,Work,Chemistry practice 
437,2024-10-02T11:44:00+05:30,2615,2024-10-02T12:27:35+05:30,0,Y,,Work,Chemistry practice 
438,2024-10-02T14:29:00+05:30,1435,2024-10-02T14:52:55+05:30,0,Y,,Work,Chemistry revision 
439,2024-10-02T15:12:00+05:30,3612,2024-10-02T16:12:12+05:30,0,Y,,Work,Chemistry revision 
440,2024-10-02T16:16:00+05:30,3707,2024-10-02T17:17:47+05:30,0,Y,,Work,Chemistry revision 
441,2024-10-02T17:44:00+05:30,662,2024-10-02T17:55:02+05:30,0,Y,,Work,Chemistry revision 
442,2024-10-02T18:01:00+05:30,1726,2024-10-02T18:29:46+05:30,0,Y,,Work,Chemistry revision 
443,2024-10-02T18:30:00+05:30,1172,2024-10-02T18:49:32+05:30,0,Y,,Work,Chemistry revision 
444,2024-10-03T10:00:00+05:30,7200,2024-10-03T12:00:00+05:30,0,Y,,Work,"Phy revision ,Chemistry revision "
445,2024-10-03T16:00:00+05:30,7200,2024-10-03T18:00:00+05:30,0,Y,,Work,Test
446,2024-10-03T18:00:00+05:30,3660,2024-10-03T19:01:00+05:30,0,Y,,Work,Test
464,2024-10-05T10:00:00+05:30,960,2024-10-05T10:16:00+05:30,0,Y,,Work,Phy revision 
447,2024-10-05T10:25:00+05:30,4998,2024-10-05T11:48:18+05:30,0,Y,,Work,Physic lec
448,2024-10-05T11:50:00+05:30,2853,2024-10-05T12:37:33+05:30,0,Y,,Work,Phy prac
449,2024-10-05T13:06:00+05:30,3354,2024-10-05T14:01:54+05:30,0,Y,,Work,Phy prac
450,2024-10-05T14:05:00+05:30,1087,2024-10-05T14:23:07+05:30,0,Y,,Work,Phy revision 
451,2024-10-05T14:24:00+05:30,4236,2024-10-05T15:34:36+05:30,0,Y,,Work,Maths lecture 
452,2024-10-05T15:35:00+05:30,685,2024-10-05T15:46:25+05:30,0,Y,,Work,Maths lecture 
453,2024-10-05T16:54:00+05:30,2313,2024-10-05T17:32:33+05:30,0,Y,,Work,Phy prac
454,2024-10-05T18:39:00+05:30,1876,2024-10-05T19:10:16+05:30,0,Y,,Work,Phy prac
455,2024-10-05T19:11:00+05:30,158,2024-10-05T19:13:38+05:30,0,Y,,Work,Phy prac
456,2024-10-05T19:13:46+05:30,900,2024-10-05T19:13:51+05:30,0,,Y,Rest,
457,2024-10-05T19:29:02+05:30,7200,2024-10-05T19:29:31+05:30,0,,Y,Rest,
458,2024-10-05T19:29:32+05:30,7200,2024-10-05T19:29:37+05:30,0,,Y,Rest,
459,2024-10-05T19:29:38+05:30,7200,2024-10-05T19:29:44+05:30,0,,Y,Rest,
462,2024-10-05T21:18:00+05:30,5803,2024-10-05T22:54:43+05:30,0,Y,,Work,Phy prac
460,2024-10-05T21:18:05+05:30,900,2024-10-05T21:18:07+05:30,0,,Y,Rest,
461,2024-10-05T21:18:07+05:30,1500,2024-10-05T21:18:09+05:30,0,,Y,Work,Phy prac
463,2024-10-05T23:25:00+05:30,510,2024-10-05T23:33:30+05:30,0,Y,,Work,Phy prac
465,2024-10-06T00:00:00+05:30,1946,2024-10-06T00:32:26+05:30,0,Y,,Work,Phy prac
466,2024-10-06T00:51:00+05:30,469,2024-10-06T00:58:49+05:30,0,Y,,Work,"Phy revision ,Phy prac"
467,2024-10-06T01:02:00+05:30,62,2024-10-06T01:03:02+05:30,0,Y,,Work,"Phy revision ,Phy prac"
468,2024-10-06T09:27:00+05:30,2263,2024-10-06T10:04:43+05:30,0,Y,,Work,"Phy revision ,Phy prac"
469,2024-10-06T10:22:00+05:30,389,2024-10-06T10:28:29+05:30,0,Y,,Work,Chemistry revision 
470,2024-10-06T10:36:00+05:30,4365,2024-10-06T11:48:45+05:30,0,Y,,Work,"Phy prac,Phy revision "
471,2024-10-06T11:55:43+05:30,7200,2024-10-06T13:55:44+05:30,0,Y,,Work,Maths lecture 
475,2024-10-06T14:42:00+05:30,1770,2024-10-06T15:11:30+05:30,0,Y,,Work,Chemistry revision 
472,2024-10-06T14:42:03+05:30,300,2024-10-06T14:42:05+05:30,0,,Y,Rest,Chemistry revision 
473,2024-10-06T14:42:06+05:30,300,2024-10-06T14:42:08+05:30,0,,Y,Rest,Chemistry revision 
474,2024-10-06T14:42:08+05:30,1500,2024-10-06T14:42:10+05:30,0,,Y,Work,Maths lecture 
476,2024-10-06T15:36:00+05:30,3396,2024-10-06T16:32:36+05:30,0,Y,,Work,Chemistry practice 
477,2024-10-06T16:34:00+05:30,590,2024-10-06T16:43:50+05:30,0,Y,,Work,Chemistry practice 
478,2024-10-06T16:44:00+05:30,1133,2024-10-06T17:02:53+05:30,0,Y,,Work,Chemistry practice 
479,2024-10-06T19:25:00+05:30,807,2024-10-06T19:38:27+05:30,0,Y,,Work,Chemistry revision 
480,2024-10-06T19:42:00+05:30,2814,2024-10-06T20:28:54+05:30,0,Y,,Work,Physic lec
481,2024-10-06T20:53:00+05:30,317,2024-10-06T20:58:17+05:30,0,Y,,Work,Physic lec
482,2024-10-07T11:30:00+05:30,5580,2024-10-07T13:03:00+05:30,0,Y,,Work,Chemistry lec
483,2024-10-07T20:49:00+05:30,4030,2024-10-07T21:56:10+05:30,0,Y,,Work,Chemistry practice 
484,2024-10-07T22:45:00+05:30,3809,2024-10-07T23:48:29+05:30,0,Y,,Work,Chemistry practice 
485,2024-10-08T00:31:00+05:30,3180,2024-10-08T01:24:00+05:30,0,Y,,Work,Physic lec
486,2024-10-08T01:41:00+05:30,1591,2024-10-08T02:07:31+05:30,0,Y,,Work,Physic lec
487,2024-10-08T02:29:00+05:30,779,2024-10-08T02:41:59+05:30,0,Y,,Work,Physic lec
488,2024-10-08T10:16:00+05:30,2711,2024-10-08T11:01:11+05:30,0,Y,,Work,Phy revision 
489,2024-10-08T11:30:00+05:30,2700,2024-10-08T12:15:00+05:30,0,Y,,Work,"Phy revision ,Phy prac"
490,2024-10-08T12:30:00+05:30,7200,2024-10-08T14:30:00+05:30,0,Y,,Work,Maths lecture 
491,2024-10-08T17:19:52+05:30,7200,2024-10-08T19:40:30+05:30,1238,Y,,Work,Chemistry revision 
495,2024-10-08T22:06:00+05:30,2257,2024-10-08T22:43:37+05:30,0,Y,,Work,Chemistry practice 
492,2024-10-08T22:06:06+05:30,300,2024-10-08T22:06:09+05:30,0,,Y,Rest,Chemistry revision 
493,2024-10-08T22:06:09+05:30,300,2024-10-08T22:06:11+05:30,0,,Y,Rest,Chemistry revision 
494,2024-10-08T22:06:11+05:30,1500,2024-10-08T22:06:13+05:30,0,,Y,Work,Chemistry revision 
496,2024-10-09T00:31:00+05:30,701,2024-10-09T00:42:41+05:30,0,Y,,Work,Chemistry practice 
497,2024-10-09T10:36:27+05:30,7200,2024-10-09T12:36:27+05:30,0,Y,,Work,Chemistry practice 
500,2024-10-09T12:40:00+05:30,834,2024-10-09T12:53:54+05:30,0,Y,,Work,Chemistry practice 
498,2024-10-09T12:40:30+05:30,300,2024-10-09T12:40:32+05:30,0,,Y,Rest,Chemistry revision 
499,2024-10-09T12:40:32+05:30,1500,2024-10-09T12:40:34+05:30,0,,Y,Work,Chemistry practice 
501,2024-10-09T15:00:00+05:30,3285,2024-10-09T15:54:45+05:30,0,Y,,Work,Maths revision 
502,2024-10-09T16:06:00+05:30,4227,2024-10-09T17:16:27+05:30,0,Y,,Work,Chemistry revision 
503,2024-10-10T11:30:00+05:30,3660,2024-10-10T12:31:00+05:30,0,Y,,Work,Chemistry lec
504,2024-10-10T12:36:00+05:30,4800,2024-10-10T13:56:00+05:30,0,Y,,Work,Maths lecture 
505,2024-10-10T14:10:00+05:30,4500,2024-10-10T15:25:00+05:30,0,Y,,Work,Phy prac
506,2024-10-10T16:20:00+05:30,178,2024-10-10T16:22:58+05:30,0,Y,,Work,Chemistry revision 
507,2024-10-10T16:32:00+05:30,1185,2024-10-10T16:51:45+05:30,0,Y,,Work,Chemistry revision 
508,2024-10-10T16:59:00+05:30,706,2024-10-10T17:10:46+05:30,0,Y,,Work,Chemistry revision 
509,2024-10-10T17:13:00+05:30,1127,2024-10-10T17:31:47+05:30,0,Y,,Work,Chemistry practice 
510,2024-10-10T17:37:00+05:30,502,2024-10-10T17:45:22+05:30,0,Y,,Work,Chemistry practice 
511,2024-10-10T19:15:00+05:30,2940,2024-10-10T20:04:00+05:30,0,Y,,Work,Chemistry practice 
512,2024-10-10T20:17:00+05:30,1005,2024-10-10T20:33:45+05:30,0,Y,,Work,Chemistry lec
513,2024-10-10T20:35:00+05:30,1058,2024-10-10T20:52:38+05:30,0,Y,,Work,Chemistry lec
514,2024-10-10T22:31:00+05:30,1493,2024-10-10T22:55:53+05:30,0,Y,,Work,Maths revision 
515,2024-10-10T23:14:00+05:30,360,2024-10-10T23:20:00+05:30,0,Y,,Work,Maths practice 
516,2024-10-11T00:29:00+05:30,5553,2024-10-11T02:01:33+05:30,0,Y,,Work,Chemistry lec
517,2024-10-11T02:45:59+05:30,7200,2024-10-11T02:46:48+05:30,0,,Y,Work,Chemistry lec
518,2024-10-11T10:31:00+05:30,794,2024-10-11T10:44:14+05:30,0,Y,,Work,Chemistry revision 
519,2024-10-11T11:30:00+05:30,4500,2024-10-11T12:45:00+05:30,0,Y,,Work,Phy prac
520,2024-10-11T13:00:00+05:30,5400,2024-10-11T14:30:00+05:30,0,Y,,Work,Maths lecture 
521,2024-10-11T14:45:00+05:30,2460,2024-10-11T15:26:00+05:30,0,Y,,Work,Test
522,2024-10-11T22:05:00+05:30,1037,2024-10-11T22:22:17+05:30,0,Y,,Work,Chemistry revision 
523,2024-10-11T22:24:00+05:30,1946,2024-10-11T22:56:26+05:30,0,Y,,Work,Chemistry revision 
524,2024-10-11T23:06:00+05:30,1032,2024-10-11T23:23:12+05:30,0,Y,,Work,Chemistry lec
526,2024-10-12T00:19:00+05:30,2575,2024-10-12T01:01:55+05:30,0,Y,,Work,Chemistry revision 
525,2024-10-12T00:19:14+05:30,7200,2024-10-12T00:19:18+05:30,0,,Y,Work,Chemistry lec
527,2024-10-12T10:54:24+05:30,7200,2024-10-12T12:54:25+05:30,0,Y,,Work,Chemistry revision 
530,2024-10-12T12:54:00+05:30,1618,2024-10-12T13:20:58+05:30,0,Y,,Work,Chemistry revision 
528,2024-10-12T12:54:35+05:30,900,2024-10-12T12:54:37+05:30,0,,Y,Rest,Chemistry revision 
529,2024-10-12T12:54:37+05:30,1500,2024-10-12T12:54:39+05:30,0,,Y,Work,Chemistry revision 
532,2024-10-12T15:00:00+05:30,1800,2024-10-12T15:30:00+05:30,0,Y,,Work,Chemistry revision 
531,2024-10-12T15:36:42+05:30,7200,2024-10-12T15:36:44+05:30,0,,Y,Work,Chemistry revision 
533,2024-10-12T15:37:00+05:30,3029,2024-10-12T16:27:29+05:30,0,Y,,Work,Chemistry revision 
534,2024-10-12T16:27:00+05:30,6134,2024-10-12T18:09:14+05:30,0,Y,,Work,Chemistry practice 
535,2024-10-12T22:32:00+05:30,7200,2024-10-12T23:03:53+05:30,0,,Y,Work,Chemistry revision 
536,2024-10-12T23:05:00+05:30,2240,2024-10-12T23:42:20+05:30,0,Y,,Work,Chemistry practice 
537,2024-10-12T23:43:00+05:30,177,2024-10-12T23:45:57+05:30,0,Y,,Work,Chemistry practice 
539,2024-10-13T00:16:00+05:30,1973,2024-10-13T00:48:53+05:30,0,Y,,Work,Chemistry practice 
538,2024-10-13T00:16:18+05:30,7200,2024-10-13T00:16:20+05:30,0,,Y,Work,Chemistry practice 
540,2024-10-13T10:14:00+05:30,4085,2024-10-13T11:22:05+05:30,0,Y,,Work,Chemistry practice 
541,2024-10-13T11:22:00+05:30,1083,2024-10-13T11:40:03+05:30,0,Y,,Work,Physic lec
542,2024-10-13T11:41:00+05:30,3129,2024-10-13T12:33:09+05:30,0,Y,,Work,Phy revision 
543,2024-10-13T12:46:00+05:30,674,2024-10-13T12:57:14+05:30,0,Y,,Work,Physic lec
544,2024-10-13T13:45:00+05:30,7200,2024-10-13T15:45:00+05:30,0,Y,,Work,Maths lecture 
545,2024-10-13T16:00:00+05:30,4920,2024-10-13T17:22:00+05:30,0,Y,,Work,Phy prac
